sample	seg_order	chr	startpos	endpos	BAF	pval	LogR	ntot	nMaj1_A	nMin1_A	frac1_A	nMaj2_A	nMin2_A	frac2_A	SDfrac_A	SDfrac_A_BS	frac1_A_0.025	frac1_A_0.975	nMaj1_B	nMin1_B	frac1_B	nMaj2_B	nMin2_B	frac2_B	SDfrac_B	SDfrac_B_BS	frac1_B_0.025	frac1_B_0.975	nMaj1_C	nMin1_C	frac1_C	nMaj2_C	nMin2_C	frac2_C	SDfrac_C	SDfrac_C_BS	frac1_C_0.025	frac1_C_0.975	nMaj1_D	nMin1_D	frac1_D	nMaj2_D	nMin2_D	frac2_D	SDfrac_D	SDfrac_D_BS	frac1_D_0.025	frac1_D_0.975	nMaj1_E	nMin1_E	frac1_E	nMaj2_E	nMin2_E	frac2_E	SDfrac_E	SDfrac_E_BS	frac1_E_0.025	frac1_E_0.975	nMaj1_F	nMin1_F	frac1_F	nMaj2_F	nMin2_F	frac2_F	SDfrac_F	SDfrac_F_BS	frac1_F_0.025	frac1_F_0.975
I-H-116990-T1-1-D1-1	295	3	94167149	94500635	0.796742357	6.16E-06	-0.668667026	2.068734897	2	0	0.499589347	2	1	0.500410653	0.087307415	0.088147673	0.306602969	0.653095685	2	0	0.749794673	2	2	0.250205327	0.043653708	0.044073836	0.653301484	0.826547843	1	0	0.754700225	1	1	0.245299775	0.043939313	0.044362191	0.657575727	0.831955554	1	0	0.877350112	1	2	0.122649888	0.021969657	0.022181095	0.828787863	0.915977777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	296	3	94502045	95823523	0.512192652	1.37E-06	-0.712623716	2.005863781	1	1	0.949351954	2	1	0.050648046	0.010712544	0.01103064	0.927581571	0.969929147	0	1	0.474675977	2	1	0.525324023	0.005356272	0.00551532	0.463790786	0.484964574	1	1	0.974675977	3	1	0.025324023	0.005356272	0.005440834	0.963231028	0.984470726	1	0	0.048236711	1	1	0.951763289	0.009716761	0.009845502	0.030111948	0.068357118	1	0	0.524118356	1	2	0.475881644	0.004858381	0.00481483	0.514243905	0.533494954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	297	3	95825166	95951596	0.887157339	0.025022852	-0.631526094	2.123371109	2	0	0.757104362	2	1	0.242895638	0.116317197	0.117442067	0.480213862	0.930827872	2	0	0.878552181	2	2	0.121447819	0.058158599	0.058721034	0.740106931	0.965413936	1	0	0.884300132	1	1	0.115699868	0.058539103	0.059105217	0.7449491	0.971730182	1	0	0.942150066	1	2	0.057849934	0.029269551	0.029552609	0.87247455	0.985865091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	298	3	95955378	96167649	0.50344193	1	-0.733504873	1.976662046	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	299	3	96181704	96527632	0.787636086	0.000281936	-0.769070279	1.927887523	1	0	0.739998106	1	1	0.260001894	0.079587668	0.081243507	0.557841706	0.872610693	1	0	0.869999053	1	2	0.130000947	0.039793834	0.040621754	0.778920853	0.936305347	2	0	0.470376237	2	1	0.529623763	0.158140696	0.161430849	0.108431471	0.733877447	2	0	0.735188118	2	2	0.264811882	0.079070348	0.080715424	0.554215735	0.866938724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	300	3	96529206	97440497	0.528036497	0.001704908	-0.668032166	2.069657041	1	1	0.879627253	2	1	0.120372747	0.040321418	0.038470296	0.804272565	0.951862607	0	1	0.439813627	2	1	0.560186373	0.020160709	0.019235148	0.402136283	0.475931303	1	1	0.939813627	3	1	0.060186373	0.020160709	0.019235148	0.902136283	0.975931303	1	0	0.107590183	1	1	0.892409817	0.032210239	0.03074336	0.045753081	0.163953808	1	0	0.553795091	1	2	0.446204909	0.01610512	0.01537168	0.522876541	0.581976904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	301	3	97443050	97461458	0.99275887	1	-0.283351046	2.710134088	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	302	3	97468431	99162713	0.515504962	1.78E-10	-0.773052004	1.922501439	1	0	0.06094677	1	1	0.93905323	0.009225365	0.009433099	0.042685053	0.080713299	1	0	0.530473385	1	2	0.469526615	0.004612683	0.004702775	0.520805863	0.539109453	0	0	0.999156981	1	0	0.000843019	0.000135774	0.000138341	0.998894426	0.999431661	0	0	0.99957849	2	0	0.00042151	6.79E-05	6.92E-05	0.999447213	0.999715831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	303	3	99163190	99301826	0.948280464	0.25946766	-0.792674138	1.896174602	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	304	3	99307961	99379688	0.52359574	0.333573686	-0.814725458	1.867012728	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	305	3	99386364	99497713	0.964030797	0.401049065	-0.533434477	2.274617793	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	306	3	99502580	100994497	0.541027373	3.73E-14	-0.581918713	2.198575016	1	1	0.818866089	2	1	0.181133911	0.025649945	0.025098827	0.769127171	0.864211504	0	1	0.409433045	2	1	0.590566955	0.012824973	0.012986803	0.38438029	0.433695871	1	1	0.909433045	3	1	0.090566955	0.012824973	0.012986803	0.88438029	0.933695871	2	1	0.305326977	2	2	0.694673023	0.036677774	0.037161011	0.232193413	0.374086531	2	0	0.152663489	2	2	0.847336511	0.018338887	0.018580506	0.116096707	0.187043266	2	1	0.652663489	2	3	0.347336511	0.018338887	0.018580506	0.616096707	0.687043266
I-H-116990-T1-1-D1-1	307	3	100996014	101766417	0.795357662	7.44E-11	-0.778496618	1.91516052	1	0	0.752486331	1	1	0.247513669	0.043485054	0.043034343	0.657728304	0.828418455	1	0	0.876243166	1	2	0.123756834	0.021742527	0.021517171	0.828864152	0.914209227	2	0	0.49519034	2	1	0.50480966	0.086404803	0.085509239	0.30690614	0.64606747	2	0	0.74759517	2	2	0.25240483	0.043202401	0.04275462	0.65345307	0.823033735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	308	3	101770314	101940448	0.512867796	0.171046471	-0.753310794	1.949351855	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	309	3	101972482	102754274	0.844423755	0.000170999	-0.617818175	2.143894186	2	0	0.642265482	2	1	0.357734518	0.107126344	0.110135338	0.383079856	0.814421944	2	0	0.821132741	2	2	0.178867259	0.053563172	0.055067669	0.691539928	0.907210972	1	0	0.826505024	1	1	0.173494976	0.05391361	0.055427951	0.696064346	0.913146424	1	0	0.913252512	1	2	0.086747488	0.026956805	0.027713975	0.848032173	0.956573212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	310	3	102769457	103080407	0.526529549	0.024008267	-0.608464402	2.158010718	1	1	0.886459754	2	1	0.113540246	0.052741713	0.055071668	0.772839741	0.987543849	0	1	0.443229877	2	1	0.556770123	0.026370857	0.027535834	0.386419871	0.493771924	1	1	0.943229877	3	1	0.056770123	0.026370857	0.027535834	0.886419871	0.993771924	2	1	0.20287	2	2	0.79713	0.084730917	0.088057385	0.020236857	0.367514283	2	0	0.101435	2	2	0.898565	0.042365458	0.044028693	0.010118429	0.183757141	2	1	0.601435	2	3	0.398565	0.042365458	0.044028693	0.510118429	0.683757141
I-H-116990-T1-1-D1-1	311	3	103090262	103117110	0.90225679	0.056660961	-0.360808268	2.567089052	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	312	3	103117135	104644564	0.527527357	7.37E-14	-0.655694365	2.087658709	1	1	0.88194057	2	1	0.11805943	0.016558406	0.016349684	0.8493904	0.915225622	0	1	0.440970285	2	1	0.559029715	0.008279203	0.008174842	0.4246952	0.457612811	1	1	0.940970285	3	1	0.059029715	0.008279203	0.008174842	0.9246952	0.957612811	1	0	0.10573831	1	1	0.89426169	0.013282406	0.014069205	0.077332965	0.131292977	1	0	0.552869155	1	2	0.447130845	0.006641203	0.007034603	0.538666482	0.565646489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	313	3	104651280	104753001	0.894724109	0.041907845	-0.582881829	2.197090199	2	0	0.776295531	2	1	0.223704469	0.116609379	0.114493934	0.526869817	0.944975427	2	0	0.888147765	2	2	0.111852235	0.058304689	0.057246967	0.763434908	0.972487714	1	0	0.893958496	1	1	0.106041504	0.058686149	0.057621507	0.768429702	0.97885024	1	0	0.946979248	1	2	0.053020752	0.029343075	0.028810753	0.884214851	0.98942512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	314	3	104754216	104897752	0.501677196	1	-0.593416034	2.180914367	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	315	3	104897776	104966715	0.798061652	0.010566897	-0.54076842	2.262950536	2	0	0.503766381	2	1	0.496233619	0.154878059	0.157360737	0.149145153	0.765511556	2	0	0.751883191	2	2	0.248116809	0.07743903	0.078680368	0.574572577	0.882755778	1	0	0.756802406	1	1	0.243197594	0.077945677	0.079195137	0.578331733	0.888531231	1	0	0.878401203	1	2	0.121598797	0.038972838	0.039597568	0.789165866	0.944265615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	316	3	104967407	105000469	0.547170372	0.047168433	-0.551533918	2.245931241	1	1	0.788919889	2	1	0.211080111	0.115394944	0.112878667	0.541731816	0.978596588	0	1	0.394459944	2	1	0.605540056	0.057697472	0.056439334	0.270865908	0.489298294	1	1	0.894459944	3	1	0.105540056	0.057697472	0.056439334	0.770865908	0.989298294	2	1	0.34710226	2	2	0.65289774	0.156908427	0.151213529	0.038702088	0.626476626	2	0	0.17355113	2	2	0.82644887	0.078454214	0.075606765	0.019351044	0.313238313	2	1	0.67355113	2	3	0.32644887	0.078454214	0.075606765	0.519351044	0.813238313
I-H-116990-T1-1-D1-1	317	3	105002806	105219699	0.769380085	0.004707201	-0.649600299	2.096607316	2	0	0.409727772	2	1	0.590272228	0.120914326	0.126847796	0.10964067	0.617765672	2	0	0.704863886	2	2	0.295136114	0.060457163	0.063423898	0.554820335	0.808882836	1	0	0.709475477	1	1	0.290524523	0.060852705	0.063838851	0.558450262	0.814174973	1	0	0.854737738	1	2	0.145262262	0.030426353	0.031919425	0.779225131	0.907087487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	318	3	105223763	106288546	0.527104747	1.17E-08	-0.607983328	2.158739222	1	1	0.883856943	2	1	0.116143057	0.021329814	0.02183347	0.838751173	0.925321556	0	1	0.441928471	2	1	0.558071529	0.010664907	0.010916735	0.419375586	0.462660778	1	1	0.941928471	3	1	0.058071529	0.010664907	0.010916735	0.919375586	0.962660778	2	1	0.20704233	2	2	0.79295767	0.034112425	0.034834097	0.138056353	0.276056841	2	0	0.103521165	2	2	0.896478835	0.017056213	0.017417049	0.069028176	0.13802842	2	1	0.603521165	2	3	0.396478835	0.017056213	0.017417049	0.569028176	0.63802842
I-H-116990-T1-1-D1-1	319	3	106303768	106900980	0.764974152	0.001147037	-0.667431538	2.070529838	2	0	0.394657158	2	1	0.605342842	0.102711162	0.108926262	0.164228805	0.575462379	2	0	0.697328579	2	2	0.302671421	0.051355581	0.054463131	0.582114403	0.787731189	1	0	0.70189087	1	1	0.29810913	0.051691576	0.054819457	0.585922901	0.792884942	1	0	0.850945435	1	2	0.149054565	0.025845788	0.027409729	0.792961451	0.896442471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	320	3	106910114	107008305	0.540422496	0.158697356	-0.433383814	2.43985228	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	321	3	107009982	107072548	0.853015627	0.056345573	-0.755622792	1.946188232	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	322	3	107074910	108031094	0.526831354	2.24E-06	-0.436766621	2.434076363	1	1	0.885094857	2	1	0.114905143	0.02543475	0.024394682	0.836205878	0.932271584	0	1	0.442547429	2	1	0.557452571	0.012717375	0.012197341	0.418102939	0.466135792	1	1	0.942547429	3	1	0.057452571	0.012717375	0.012197341	0.918102939	0.966135792	2	1	0.205060343	2	2	0.794939657	0.040766384	0.039165175	0.125027011	0.279609801	2	0	0.102530172	2	2	0.897469828	0.020383192	0.019582588	0.062513506	0.139804901	2	1	0.602530172	2	3	0.397469828	0.020383192	0.019582588	0.562513506	0.639804901
I-H-116990-T1-1-D1-1	323	3	108039298	108123404	0.89231101	0.050375814	-0.654872965	2.088862661	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	324	3	108132626	109449783	0.513058005	0.002256004	-0.654475301	2.089445775	1	1	0.945660898	2	1	0.054339102	0.018214456	0.017873617	0.909256514	0.978615757	0	1	0.472830449	2	1	0.527169551	0.009107228	0.008936809	0.454628257	0.489307878	1	1	0.972830449	3	1	0.027169551	0.009107228	0.00906308	0.953921917	0.988897459	2	1	0.102475746	2	2	0.897524254	0.032601104	0.032333579	0.042852663	0.166608374	2	0	0.051237873	2	2	0.948762127	0.016300552	0.016166789	0.021426332	0.083304187	2	1	0.551237873	2	3	0.448762127	0.016300552	0.016166789	0.521426332	0.583304187
I-H-116990-T1-1-D1-1	325	3	109450767	109505105	0.921569728	0.240609972	-0.843632154	1.82945387	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	326	3	109506079	109962369	0.517973853	0.003349676	-0.720560256	1.994714922	1	0	0.070314711	1	1	0.929685289	0.023006371	0.023028431	0.024146558	0.115803136	1	0	0.535157356	1	2	0.464842644	0.011503186	0.011574227	0.510876874	0.556716504	1	1	0.924441481	2	1	0.075558519	0.02656635	0.026674198	0.87214152	0.977525766	0	1	0.46222074	2	1	0.53777926	0.013283175	0.013337099	0.43607076	0.488762883	1	1	0.96222074	3	1	0.03777926	0.013283175	0.013337099	0.93607076	0.988762883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	327	3	109965036	109995420	0.924430795	0.179400985	-0.488682158	2.347112021	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	328	3	110001747	110100370	0.560112315	0.050217774	-0.651611417	2.093649984	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	329	3	110108650	110467292	0.797631909	0.000435063	-0.716837833	1.999936362	1	0	0.756118412	1	1	0.243881588	0.080187386	0.082121028	0.564447759	0.885914825	1	0	0.878059206	1	2	0.121940794	0.040093693	0.041060514	0.782223879	0.942957413	2	0	0.502407285	2	1	0.497592715	0.159332336	0.163174483	0.121557697	0.760312758	2	0	0.751203643	2	2	0.248796357	0.079666168	0.081587242	0.560778848	0.880156379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	330	3	110468507	110942169	0.545858313	0.047471791	-0.659338241	2.082326024	1	1	0.795384019	2	1	0.204615981	0.112047432	0.11221039	0.552329659	0.97401135	0	1	0.397692009	2	1	0.602307991	0.056023716	0.056105195	0.27616483	0.487005675	1	1	0.897692009	3	1	0.102307991	0.056023716	0.056105195	0.77616483	0.987005675	1	0	0.170235837	1	1	0.829764163	0.077497655	0.075900723	0.02256249	0.310078604	1	0	0.585117918	1	2	0.414882082	0.038748827	0.037950361	0.511281245	0.655039302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	331	3	110945584	111004117	0.868705042	0.038265325	-0.550273736	2.24791692	2	0	0.708903127	2	1	0.291096873	0.151675562	0.153669476	0.324226419	0.930360883	2	0	0.854451564	2	2	0.145548436	0.075837781	0.076834738	0.66211321	0.965180442	1	0	0.860041836	1	1	0.139958164	0.076333952	0.077337431	0.666445103	0.97149516	1	0	0.930020918	1	2	0.069979082	0.038166976	0.038668716	0.833222551	0.98574758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	332	3	111004518	113377505	0.521598782	7.57E-12	-0.664086476	2.075397328	1	1	0.908515015	2	1	0.091484985	0.013876586	0.014119958	0.87965575	0.934869714	0	1	0.454257507	2	1	0.545742493	0.006938293	0.007059979	0.439827875	0.467434857	1	1	0.954257507	3	1	0.045742493	0.006938293	0.007059979	0.939827875	0.967434857	1	0	0.083908417	1	1	0.916091583	0.011673231	0.011866685	0.060936268	0.107471117	1	0	0.541954209	1	2	0.458045791	0.005836615	0.005933343	0.530468134	0.553735558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	333	3	113377701	113508989	0.896802784	0.055586864	-0.486530384	2.35065466	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	334	3	113520576	119437131	0.532412907	5.63E-43	-0.545130643	2.256038941	1	1	0.859534939	2	1	0.140465061	0.010798006	0.010659623	0.838023049	0.880081786	0	1	0.42976747	2	1	0.57023253	0.005399003	0.005329812	0.419011525	0.440040893	1	1	0.92976747	3	1	0.07023253	0.005399003	0.005329812	0.919011525	0.940040893	2	1	0.245120773	2	2	0.754879227	0.016548813	0.016309438	0.212446338	0.276901171	2	0	0.122560387	2	2	0.877439613	0.008274406	0.008477491	0.10524061	0.138769414	2	1	0.622560387	2	3	0.377439613	0.008274406	0.008477491	0.60524061	0.638769414
I-H-116990-T1-1-D1-1	335	3	119439051	119884407	0.841427006	0.001185542	-0.654754389	2.089036518	2	0	0.633774574	2	1	0.366225426	0.1231167	0.120847564	0.377588716	0.833449263	2	0	0.816887287	2	2	0.183112713	0.06155835	0.060423782	0.688794358	0.916724631	1	0	0.822231794	1	1	0.177768206	0.061961097	0.060819106	0.693300813	0.922722326	1	0	0.911115897	1	2	0.088884103	0.030980548	0.030409553	0.846650407	0.961361163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	336	3	119900212	121935846	0.520234386	1.66E-09	-0.809757862	1.873543309	1	0	0.07881408	1	1	0.92118592	0.012487652	0.012504628	0.055019859	0.103999922	1	0	0.53940704	1	2	0.46059296	0.006243826	0.006252314	0.527509929	0.551999961	0	0	0.998888992	1	0	0.001111008	0.000190883	0.000191542	0.998485801	0.999242097	0	0	0.999444496	2	0	0.000555504	9.54E-05	9.58E-05	0.999242901	0.999621048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	337	3	121936101	122053715	0.853636636	0.021543852	-0.630588836	2.12476814	2	0	0.667995654	2	1	0.332004346	0.156858099	0.16292865	0.27413596	0.915258355	2	0	0.833997827	2	2	0.166002173	0.07842905	0.081464325	0.63706798	0.957629177	1	0	0.83945428	1	1	0.16054572	0.078942174	0.081997308	0.641236014	0.963894492	1	0	0.91972714	1	2	0.08027286	0.039471087	0.040998654	0.820618007	0.981947246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	338	3	122079124	123417587	0.525220374	3.95E-05	-0.503903827	2.322201686	1	1	0.892360348	2	1	0.107639652	0.027409113	0.027469611	0.834955941	0.94312575	0	1	0.446180174	2	1	0.553819826	0.013704556	0.013734806	0.417477971	0.471562875	1	1	0.946180174	3	1	0.053819826	0.013704556	0.013734806	0.917477971	0.971562875	2	1	0.193339532	2	2	0.806660468	0.044502127	0.044465769	0.10684827	0.281653757	2	0	0.096669766	2	2	0.903330234	0.022251063	0.022232884	0.053424135	0.140826878	2	1	0.596669766	2	3	0.403330234	0.022251063	0.022232884	0.553424135	0.640826878
I-H-116990-T1-1-D1-1	339	3	123428037	123930542	0.758056516	0.038078954	-0.466094677	2.384564308	2	0	0.370641744	2	1	0.629358256	0.151017149	0.152899397	0.030282632	0.64464233	2	0	0.685320872	2	2	0.314679128	0.075508575	0.076449698	0.515141316	0.822321165	1	0	0.689804602	1	1	0.310195398	0.076002591	0.076949873	0.518511642	0.827701223	1	0	0.844902301	1	2	0.155097699	0.038001296	0.038474936	0.759255821	0.913850612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	340	3	123938217	126218167	0.520460994	2.93E-10	-0.529084805	2.28156557	1	1	0.91353992	2	1	0.08646008	0.014230359	0.014889298	0.885225924	0.941762238	0	1	0.45676996	2	1	0.54323004	0.00711518	0.007444649	0.442612962	0.470881119	1	1	0.95676996	3	1	0.04323004	0.00711518	0.007444649	0.942612962	0.970881119	2	1	0.15828846	2	2	0.84171154	0.024003925	0.025082458	0.108326143	0.204765371	2	0	0.07914423	2	2	0.92085577	0.012001962	0.012541229	0.054163072	0.102382685	2	1	0.57914423	2	3	0.42085577	0.012001962	0.012541229	0.554163072	0.602382685
I-H-116990-T1-1-D1-1	341	3	126236504	126330242	0.970942616	0.435565777	-0.645425808	2.102759045	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I-H-116990-T1-1-D1-1	342	3	126356883	127077801	0.523984688	0.000488732	-0.56018903	2.232340074	1	1	0.897899943	2	1	0.102100057	0.030495612	0.030053134	0.832365619	0.950067008	0	1	0.448949972	2	1	0.551050028	0.015247806	0.015026567	0.416182809	0.475033504	1	1	0.948949972	3	1	0.051050028	0.015247806	0.015026567	0.916182809	0.975033504	2	1	0.184300358	2	2	0.815699642	0.050006251	0.048985129	0.094302815	0.284724475	2	0	0.092150179	2	2	0.907849821	0.025003126	0.024492565	0.047151408	0.142362238	2	1	0.592150179	2	3	0.407849821	0.025003126	0.024492565	0.547151408	0.642362238
