sample	seg_order	chr	startpos	endpos	BAF	pval	LogR	ntot	nMaj1_A	nMin1_A	frac1_A	nMaj2_A	nMin2_A	frac2_A	SDfrac_A	SDfrac_A_BS	frac1_A_0.025	frac1_A_0.975	nMaj1_B	nMin1_B	frac1_B	nMaj2_B	nMin2_B	frac2_B	SDfrac_B	SDfrac_B_BS	frac1_B_0.025	frac1_B_0.975	nMaj1_C	nMin1_C	frac1_C	nMaj2_C	nMin2_C	frac2_C	SDfrac_C	SDfrac_C_BS	frac1_C_0.025	frac1_C_0.975	nMaj1_D	nMin1_D	frac1_D	nMaj2_D	nMin2_D	frac2_D	SDfrac_D	SDfrac_D_BS	frac1_D_0.025	frac1_D_0.975	nMaj1_E	nMin1_E	frac1_E	nMaj2_E	nMin2_E	frac2_E	SDfrac_E	SDfrac_E_BS	frac1_E_0.025	frac1_E_0.975	nMaj1_F	nMin1_F	frac1_F	nMaj2_F	nMin2_F	frac2_F	SDfrac_F	SDfrac_F_BS	frac1_F_0.025	frac1_F_0.975
R1	3	2	7738514	14346642	0.617244597	0	0.286578171	3.1399206	2	1	0.799113848	2	2	0.200886152	0.004943257	0.004939294	0.789626326	0.808598685	2	0	0.399556924	2	2	0.600443076	0.002471629	0.002469647	0.394813163	0.404299342	2	1	0.899556924	2	3	0.100443076	0.002471629	0.002469647	0.894813163	0.904299342	1	1	0.323955955	2	1	0.676044045	0.006743991	0.00673786	0.31088011	0.336750925	0	1	0.161977977	2	1	0.838022023	0.003371995	0.00336893	0.155440055	0.168375463	1	1	0.661977977	3	1	0.338022023	0.003371995	0.00336893	0.655440055	0.668375463
R1	4	2	14347699	18806293	0.59178974	0	0.385929603	3.378528849	2	1	0.652529009	2	2	0.347470991	0.00778098	0.007888846	0.63742039	0.668584544	2	0	0.326264504	2	2	0.673735496	0.00389049	0.003944423	0.318710195	0.334292272	2	1	0.826264504	2	3	0.173735496	0.00389049	0.003857051	0.818556111	0.834094963	2	2	0.054016986	3	2	0.945983014	0.016353232	0.01621481	0.020733108	0.085912708	1	2	0.027008493	3	2	0.972991507	0.008176616	0.008107405	0.010366554	0.042956354	2	2	0.527008493	4	2	0.472991507	0.008176616	0.008107405	0.510366554	0.542956354
R1	5	2	18817232	116334776	0.663005434	1	0.208154549	2.962841191	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	6	2	116360926	116577212	0.558124388	7.96E-10	0.272341666	3.107055574	2	1	0.438127496	2	2	0.561872504	0.061650208	0.061271167	0.31067103	0.552999935	2	0	0.219063748	2	2	0.780936252	0.030825104	0.032179133	0.151427932	0.27895285	2	1	0.719063748	2	3	0.280936252	0.030825104	0.032179133	0.651427932	0.77895285	1	1	0.709690101	2	1	0.290309899	0.051605503	0.053572558	0.601066677	0.813725149	0	1	0.35484505	2	1	0.64515495	0.025802752	0.026786279	0.300533338	0.406862574	1	1	0.85484505	3	1	0.14515495	0.025802752	0.026786279	0.800533338	0.906862574
R1	7	2	116577335	242954299	0.661762219	1	0.225784554	3.001814966	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	8	3	60596	197846280	0.505329966	1	-0.330265636	1.975511377	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	9	4	110646	190744136	0.503670614	1	-0.279910678	2.053033667	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	10	5	850203	1233937	0.509818057	1	-0.592471187	1.612803719	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	11	5	1243699	1306796	0.972548119	1	3.56438884	32.2542636	32	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	12	5	1307565	97020913	0.503411458	1	-0.290813519	2.036018307	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	13	5	97068504	97094965	0.986419753	1	-0.345776483	8.150936694	8	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	14	5	97097660	156803499	0.502717154	1	-0.291794789	2.0344932	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	15	5	156874428	156940873	0.965263059	1	3.567364822	32.32129361	31	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	16	5	156944199	156970147	0.532764331	0.031836613	-0.380668713	1.900577904	1	0	0.13572806	1	1	0.86427194	0.056193833	0.054197755	0.01682365	0.230291207	1	0	0.56786403	1	2	0.43213597	0.028096916	0.027098877	0.508411825	0.615145604	1	1	0.845236411	2	1	0.154763589	0.073077359	0.070027559	0.707724738	0.982300996	0	1	0.422618206	2	1	0.577381794	0.03653868	0.03501378	0.353862369	0.491150498	1	1	0.922618206	3	1	0.077381794	0.03653868	0.03501378	0.853862369	0.991150498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	17	5	156977122	157192202	0.95046629	1	3.022522892	22.0900538	21	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	18	5	157193132	157652029	0.507638271	1	-0.362254305	1.927651295	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	19	5	157655044	157746100	0.95237368	1	3.269991176	26.2623256	25	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	20	5	157752000	180742812	0.504092807	1	-0.336758973	1.965710292	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	21	6	202452	63939795	0.564222976	0	0.393002157	3.396149445	2	1	0.478864648	2	2	0.521135352	0.002023463	0.002060807	0.474779029	0.482823517	2	0	0.239432324	2	2	0.760567676	0.001011732	0.000997028	0.237455126	0.241399528	2	1	0.739432324	2	3	0.260567676	0.001011732	0.001051155	0.73739319	0.74138608	1	1	0.674740804	2	1	0.325259196	0.001779503	0.001832434	0.671128826	0.67836469	0	1	0.337370402	2	1	0.662629598	0.000889751	0.000862013	0.335632132	0.339151905	1	1	0.837370402	3	1	0.162629598	0.000889751	0.000868529	0.835687583	0.839096364
R1	22	6	63940061	64023199	0.938398226	0.000159176	-0.670122644	1.517443833	1	0	0.526811965	2	0	0.473188035	0.101834213	0.099684405	0.31223667	0.700451351	0	0	0.263405983	2	0	0.736594017	0.050917106	0.049842202	0.156118335	0.350225676	1	0	0.763405983	3	0	0.236594017	0.050917106	0.049842202	0.656118335	0.850225676	2	0	0.965417079	2	1	0.034582921	0.008886208	0.008692006	0.948240954	0.981434079	2	0	0.98270854	2	2	0.01729146	0.004443104	0.004407508	0.974093965	0.991493564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	23	6	64031083	170921585	0.591492744	0	0.005479394	2.547394121	1	1	0.505700284	2	1	0.494299716	0.001725651	0.001644857	0.502419513	0.50894896	0	1	0.252850142	2	1	0.747149858	0.000862825	0.000870372	0.251126206	0.254493231	1	1	0.752850142	3	1	0.247149858	0.000862825	0.00082468	0.751122973	0.754375988	2	1	0.650744261	2	2	0.349255739	0.001569001	0.001544183	0.64762706	0.653875297	2	0	0.32537213	2	2	0.67462787	0.0007845	0.000796705	0.323908625	0.327025059	2	1	0.82537213	2	3	0.17462787	0.0007845	0.000758072	0.823913285	0.826898806
R1	24	7	80500	159122659	0.568572376	0	0.457133818	3.559932687	2	1	0.507383756	2	2	0.492616244	0.001242011	0.001261306	0.5049007	0.509750888	2	0	0.253691878	2	2	0.746308122	0.000621005	0.000627466	0.252452296	0.254934001	2	1	0.753691878	2	3	0.246308122	0.000621005	0.000627568	0.752500807	0.754974104	2	2	0.331326109	3	2	0.668673891	0.002157153	0.00226384	0.326821238	0.335817224	1	2	0.165663055	3	2	0.834336945	0.001078577	0.001090151	0.163578249	0.167895134	2	2	0.665663055	4	2	0.334336945	0.001078577	0.001049324	0.663733572	0.667678138
R1	25	8	156294	10398194	0.592685673	0	-0.08716555	2.376075584	1	1	0.497788786	2	1	0.502211214	0.004282269	0.004346218	0.489200862	0.506328655	0	1	0.248894393	2	1	0.751105607	0.002141135	0.002164679	0.244645387	0.253188554	1	1	0.748894393	3	1	0.251105607	0.002141135	0.002164679	0.744645387	0.753188554	1	0	0.345137114	1	1	0.654862886	0.002022478	0.002045025	0.341050686	0.349097215	1	0	0.672568557	1	2	0.327431443	0.001011239	0.001022513	0.670525343	0.674548608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	26	8	10398812	13262827	0.508212949	1	-0.321683169	1.988533676	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	27	8	13263660	20483790	0.594107159	0	0.021806516	2.578742991	1	1	0.488300782	2	1	0.511699218	0.00547524	0.005376109	0.476970084	0.498250712	0	1	0.244150391	2	1	0.755849609	0.00273762	0.002688055	0.238485042	0.249125356	1	1	0.744150391	3	1	0.255849609	0.00273762	0.002683639	0.738879992	0.749408353	2	1	0.666393867	2	2	0.333606133	0.004871526	0.005137458	0.656856912	0.676573974	2	0	0.333196933	2	2	0.666803067	0.002435763	0.002568729	0.328428456	0.338286987	2	1	0.833196933	2	3	0.166803067	0.002435763	0.002568729	0.828428456	0.838286987
R1	28	8	20512857	29836592	0.503348454	1	-0.321688889	1.988524972	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	29	8	29837234	48413486	0.591136076	0	-0.025066463	2.489688876	1	1	0.508056739	2	1	0.491943261	0.004756681	0.004683581	0.498654107	0.517146777	0	1	0.25402837	2	1	0.74597163	0.00237834	0.002341791	0.249327054	0.258573389	1	1	0.75402837	3	1	0.24597163	0.00237834	0.002314771	0.749308086	0.758626303	1	0	0.340256432	1	1	0.659743568	0.002275548	0.002215222	0.335788021	0.344629656	1	0	0.670128216	1	2	0.329871784	0.001137774	0.001107611	0.66789401	0.672314828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	30	8	48414265	92397142	0.502799701	1	-0.265231296	2.076146896	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	31	8	92398290	94567557	0.590541875	3.50E-122	0.047581297	2.628959633	1	1	0.511973421	2	1	0.488026579	0.015068139	0.014974477	0.482319696	0.541453533	0	1	0.25598671	2	1	0.74401329	0.00753407	0.007487238	0.241159848	0.270726766	1	1	0.75598671	3	1	0.24401329	0.00753407	0.007487238	0.741159848	0.770726766	2	1	0.6450181	2	2	0.3549819	0.013808287	0.013718434	0.617570408	0.672650362	2	0	0.32250905	2	2	0.67749095	0.006904143	0.006859217	0.308785204	0.336325181	2	1	0.82250905	2	3	0.17749095	0.006904143	0.006859217	0.808785204	0.836325181
R1	32	8	94570988	121059203	0.658303348	1	0.28409747	3.134170535	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	33	8	121174837	123646183	0.586609232	1.84E-195	-0.004201258	2.528973647	1	1	0.537611632	2	1	0.462388368	0.012338171	0.012241266	0.513571696	0.560855802	0	1	0.268805816	2	1	0.731194184	0.006169086	0.006120633	0.256785848	0.280427901	1	1	0.768805816	3	1	0.231194184	0.006169086	0.006120633	0.756785848	0.780427901	2	1	0.621138447	2	2	0.378861553	0.01167991	0.011577416	0.598677464	0.643510318	2	0	0.310569223	2	2	0.689430777	0.005839955	0.005788708	0.299338732	0.321755159	2	1	0.810569223	2	3	0.189430777	0.005839955	0.005788708	0.799338732	0.821755159
R1	34	8	123646965	127323591	0.665079618	1	0.256845247	3.071648747	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	35	8	127404946	128091418	0.59415644	4.52E-43	-0.020184034	2.498830604	1	1	0.487970652	2	1	0.512029348	0.025259578	0.025186767	0.441539369	0.540467732	0	1	0.243985326	2	1	0.756014674	0.012629789	0.012593383	0.220769685	0.270233866	1	1	0.743985326	3	1	0.256014674	0.012629789	0.012593383	0.720769685	0.770233866	1	0	0.349745958	1	1	0.650254042	0.011784789	0.011767508	0.324425128	0.370765398	1	0	0.674872979	1	2	0.325127021	0.005892394	0.005883754	0.662212564	0.685382699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	36	8	128172028	134955564	0.502035796	1	-0.339286588	1.961907007	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	37	8	134955803	139251963	0.59419635	0	-0.03193239	2.476885532	1	1	0.487703243	2	1	0.512296757	0.008738689	0.008607867	0.470901548	0.504011388	0	1	0.243851621	2	1	0.756148379	0.004369344	0.004303934	0.235450774	0.252005694	1	1	0.743851621	3	1	0.256148379	0.004369344	0.004303934	0.735450774	0.752005694	1	0	0.349870703	1	1	0.650129297	0.004075828	0.00401281	0.342176471	0.357620696	1	0	0.674935351	1	2	0.325064649	0.002037914	0.002006405	0.671088236	0.678810348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	38	8	139255690	144966958	0.50513317	1	-0.380059128	1.901468614	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	39	8	144967119	146300622	0.58696728	5.17E-57	-0.064413017	2.417135912	1	1	0.535297599	2	1	0.464702401	0.023943703	0.023120466	0.490772104	0.582365765	0	1	0.267648799	2	1	0.732351201	0.011971852	0.011560233	0.245386052	0.291182883	1	1	0.767648799	3	1	0.232351201	0.011971852	0.011560233	0.745386052	0.791182883	1	0	0.326998289	1	1	0.673001711	0.011855363	0.011483922	0.302713438	0.348388008	1	0	0.663499145	1	2	0.336500855	0.005927681	0.005741961	0.651356719	0.674194004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	40	9	203937	45111600	0.647436338	0	-0.683148685	1.501943919	1	0	0.502586649	1	1	0.497413351	0.001324603	0.001324215	0.499957101	0.505116619	1	0	0.751293324	1	2	0.248706676	0.000662302	0.000682346	0.75002504	0.752656456	1	1	0.077066374	2	1	0.922933626	0.004466892	0.004590809	0.068138687	0.08605007	0	1	0.038533187	2	1	0.961466813	0.002233446	0.002295405	0.034069344	0.043025035	1	1	0.538533187	3	1	0.461466813	0.002233446	0.002227143	0.534222961	0.543037184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	41	9	71071312	141063525	0.503421265	1	-0.342430849	1.957185148	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	42	10	92066	135235890	0.504097661	1	-0.325259166	1.983098349	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	43	11	196944	134946381	0.590259686	0	-0.0148065	2.508935221	1	1	0.513829497	2	1	0.486170503	0.001569383	0.001556823	0.510758471	0.516916942	0	1	0.256914749	2	1	0.743085251	0.000784691	0.000752777	0.255495492	0.258395876	1	1	0.756914749	3	1	0.243085251	0.000784691	0.000807183	0.755361577	0.758476598	2	1	0.643315197	2	2	0.356684803	0.00144155	0.001422754	0.640739146	0.646233068	2	0	0.321657599	2	2	0.678342401	0.000720775	0.000717242	0.320246189	0.323090612	2	1	0.821657599	2	3	0.178342401	0.000720775	0.000728531	0.820298546	0.823109329
R1	44	12	202094	133831319	0.655908665	1	0.224968309	3	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	45	13	19455957	114989973	0.503572193	1	-0.307494224	2.010233402	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	46	14	20433516	107227228	0.591634473	0	-0.000786696	2.535456815	1	1	0.504762754	2	1	0.495237246	0.002035929	0.00203177	0.500973778	0.508947124	0	1	0.252381377	2	1	0.747618623	0.001017965	0.000971611	0.250471429	0.254283213	1	1	0.752381377	3	1	0.247618623	0.001017965	0.001035554	0.750373607	0.754488487	2	1	0.651596185	2	2	0.348403815	0.001848943	0.001810518	0.648042081	0.655025997	2	0	0.325798092	2	2	0.674201908	0.000924471	0.000943413	0.32388355	0.327620741	2	1	0.825798092	2	3	0.174201908	0.000924471	0.00092545	0.824120557	0.827716832
R1	47	15	20001861	102403326	0.651998673	1	0.169738656	2.879548794	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	48	16	84170	71749267	0.503988903	1	-0.384176175	1.895460196	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	49	16	71750825	75838596	0.551597585	4.17E-243	-0.163092111	2.243647736	1	1	0.746040237	2	1	0.253959763	0.007505141	0.007204418	0.732193214	0.759544413	0	1	0.373020119	2	1	0.626979881	0.003752571	0.003602209	0.366096607	0.379772206	1	1	0.873020119	3	1	0.126979881	0.003752571	0.003602209	0.866096607	0.879772206	1	0	0.206447915	1	1	0.793552085	0.004959623	0.004759773	0.19732327	0.215282196	1	0	0.603223957	1	2	0.396776043	0.002479812	0.002379886	0.598661635	0.607641098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	50	16	75858941	89998794	0.50375005	1	-0.37795811	1.904541454	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	51	17	2041	21468871	0.654751083	1	0.118816999	2.772505361	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	52	17	21532190	79998834	0.567705086	0	0.403479865	3.422412955	2	1	0.501731799	2	2	0.498268201	0.00218721	0.002183121	0.497399173	0.506193676	2	0	0.250865899	2	2	0.749134101	0.001093605	0.00109613	0.248602356	0.252888974	2	1	0.750865899	2	3	0.249134101	0.001093605	0.00109613	0.748602356	0.752888974	1	1	0.654343559	2	1	0.345656441	0.00197882	0.00203009	0.650445779	0.658199949	0	1	0.327171779	2	1	0.672828221	0.00098941	0.000993263	0.325170449	0.329120847	1	1	0.827171779	3	1	0.172828221	0.00098941	0.000980382	0.825179885	0.829136287
R1	53	18	125371	78012463	0.618955427	0	-0.105279901	2.343845405	1	1	0.311011516	2	1	0.688988484	0.00231193	0.002338368	0.306679092	0.315869107	0	1	0.155505758	2	1	0.844494242	0.001155965	0.0011551	0.153257144	0.157661099	1	1	0.655505758	3	1	0.344494242	0.001155965	0.001169657	0.653282428	0.657819453	1	0	0.424158689	1	1	0.575841311	0.000876208	0.000891244	0.422468943	0.425912763	1	0	0.712079345	1	2	0.287920655	0.000438104	0.000433525	0.711241116	0.712935561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	54	19	158847	20251337	0.506118149	1	-0.463796467	1.782571805	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	55	19	20262323	20824066	0.911557102	1	2.303786722	13.34134546	12	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	56	19	20892161	37876657	0.503339605	1	-0.371021267	1.914718756	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
